DRE;CODESC;TIPOESC;NOMES;DESLOC;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;DISTRITO;CDIST;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;FX_ETARIA;NOME_ANT;LATITUDE;LONGITUDE;DATABASE
IP;400417;CEI INDIR;MARGARIDA MARIA ALVES;MARGARIDA MARIA ALVES;;IPIRANGA;IPIRANGA;RUA DA FANTASIA;63;CIDADE NOVA HELIÓPOLIS;4236190;22737411;;;Ativa;SACOMA;68;6801;35181195;35181195;;;01/03/1991;29.550;01/03/1991;37457;;;0 A 3 ANOS;;-23610902;-46594683;25/12/2023
IP;400418;CEI INDIR;CARDEAL MOTTA;CARDEAL MOTTA;;IPIRANGA;IPIRANGA;RUA ENGENHEIRO JOSE BUENO BICALHO;387;JARDIM VERGUEIRO;4176260;23514037;;;Ativa;SACOMA;68;6802;35181213;35181213;;;02/10/1992;32.368;01/10/1992;34530;05/10/2017;;0 A 2 ANOS;JARDIM TROPICAL;-23632615;-46603563;25/12/2023
IP;400419;CEI INDIR;JARDIM CLIMAX I;JARDIM CLIMAX I;;IPIRANGA;IPIRANGA;RUA FRANCISCO PESTANA;164;JARDIM MARIA ESTELA;4176000;23319908;;;Ativa;SACOMA;68;6802;35807400;35807400;;;20/07/2002;2002.0.117.138.0;01/07/2002;37457;15/10/2011;;DE 0 A 3 ANOS;;-23638397;-46605565;25/12/2023
IP;400420;CEI INDIR;RAPHAELA CAPELLANO DIAS;RAPHAELA CAPELLANO DIAS;;IPIRANGA;SE;RUA LEONARDO JONES JUNIOR;320;BARRA FUNDA;1138040;33923301;;;Ativa;SANTA CECILIA;69;6901;35180002;35180002;;;16/10/1987;24.765;16/10/1987;37457;26/06/2012;;DE 0 A 2 ANOS;;-23523970;-46656432;25/12/2023
PJ;400424;CEI INDIR;JARDIM MUTINGA;JARDIM MUTINGA;;PIRITUBA;PIRITUBA;RUA FRANCISCO BELTRAO;2;JARDIM VISTA LINDA;5159230;39035961;38368631;;Ativa;SAO DOMINGOS;95;9501;35182874;35182874;;;02/10/1992;32.368;01/10/1992;37457;26/09/2012;;DE 01 A 03 ANOS;;-23487428;-46752738;25/12/2023
PJ;400425;CEI INDIR;PARQUE MARIA DOMITILA;PARQUE MARIA DOMITILA;;PIRITUBA;PIRITUBA;RUA ADRIAO FERREIRA;7;PARQUE MARIA DOMITILA;5128160;39067738;;;Ativa;SAO DOMINGOS;95;9503;35182989;35182989;;;02/10/1992;32.368;01/10/1992;37457;08/11/2011;;ZERO A 3 ANOS ;;-23492315;-46742199;25/12/2023
SM;400426;CEI INDIR;JARDIM IMPERADOR;JARDIM IMPERADOR;;SAO MATEUS;SAO MATEUS;RUA JOSE ROBERTO PEREIRA;171;JARDIM IMPERADOR;3934010;27241305;;;Ativa;SAO MATEUS;73;7309;35182060;35182060;;;;;;37457;05/10/2012;;ZERO A 3 A ;;-23589496;-46502781;25/12/2023
SM;400427;CEI INDIR;ANTONIO ASSUNCAO FERREIRA;ANTONIO ASSUNCAO FERREIRA;;SAO MATEUS;SAO MATEUS;RUA SEBASTIAO MOREIRA;736;PARQUE BOA ESPERANCA;8341020;27311614;;;Ativa;IGUATEMI;33;3307;35182096;35182096;;;;;;37457;07/07/2012;;ZERO A 3 A;;-23602055;-46454249;25/12/2023
SM;400428;CEI INDIR;VILA FLAVIA;VILA FLAVIA;;SAO MATEUS;SAO MATEUS;RUA LUIS ROSSETI;496;CIDADE SAO MATEUS;3964030;20117803;;;Ativa;SAO MATEUS;73;7302;35182205;35182205;;;02/10/1992;32.368;01/10/1992;37457;04/02/2012;;0 A 3 ANOS;;-23601584;-46475144;25/12/2023
SM;400430;CEI INDIR;JARDIM SAO FRANCISCO;JARDIM SAO FRANCISCO;;SAO MATEUS;SAO MATEUS;TRAVESSA DA IDADE MADURA;58;JARDIM RODOLFO PIRANI;8311480;27517957;;;Ativa;SAO RAFAEL;75;7504;35182138;35182138;;;30/10/1996;36509;30/10/1996;37457;07/11/2014;;ZERO A 3A;;-23631488;-46456668;25/12/2023
SM;400431;CEI INDIR;SAPOPEMBA II;SAPOPEMBA II;;SAO MATEUS;SAPOPEMBA;RUA MANUEL DO PATROCÍNIO;105;CONJUNTO PROMORAR SAPOPEMBA;3927080;27040126;27040126;;Ativa;SAPOPEMBA;76;7603;35181419;35181419;;;;;;37457;05/10/2012;;ZERO A 3 A;;-23602787;-46498342;25/12/2023
SM;400432;CEI INDIR;MENINO JESUS JARDIM GRIMALDI;MENINO JESUS JARDIM GRIMALDI;;SAO MATEUS;SAPOPEMBA;RUA OLEGÁRIO MACIEL;10;JARDIM DONA SINHÁ;3924110;27192355;;;Ativa;SAPOPEMBA;76;7602;35181432;35181432;;;;;;37457;24/01/2015;;ZERO A 3A;JARDIM GRIMALDI - MENINO JESUS;-23599721;-46509138;25/12/2023
SM;400433;CEI INDIR;SAPOPEMBA I;SAPOPEMBA I;;SAO MATEUS;SAPOPEMBA;RUA LIRIO DO VALE;25;CONJUNTO PROMORAR SAPOPEMBA;3927350;27040056;;;Ativa;SAPOPEMBA;76;7603;35181523;35181523;;;;;;37457;01/09/2012;;ZERO A 3A;;-23600916;-46498100;25/12/2023
SM;400435;CEI INDIR;JARDIM SAPOPEMBA III;JARDIM SAPOPEMBA III;;SAO MATEUS;SAPOPEMBA;RUA ANA POPOVICI;57;JARDIM SAPOPEMBA;3976060;20107857;;;Ativa;SAPOPEMBA;76;7604;35181572;35181572;;;30/10/1996;36509;30/10/1996;37457;16/03/2006;;ZERO A 3A;;-23612269;-46497011;25/12/2023
CS;400439;CEI INDIR;MANOEL BISPO DOS SANTOS;MANOEL BISPO DOS SANTOS;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA PROFESSOR OSWALDO QUIRINO SIMOES;140;VILA CALIFORNIA;4775010;55232406;;;Ativa;SOCORRO;79;7903;35184299;35184299;;;;;;37457;16/02/2012;;0 A3 ANOS;;-23682680;-46701264;25/12/2023
JT;400440;CEI INDIR;JARDIM TREMEMBE;JARDIM TREMEMBE;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA GENERAL TAVARES DA SILVA;10;PARQUE CASA DE PEDRA;2351100;;;;Ativa;TREMEMBE;81;8105;35183271;35183271;;;20/07/2002;2002.0.125.197.0;01/07/2002;37457;26/10/2013;;ZERO A 3A;;-23454914;-46599285;25/12/2023
MP;400441;CEI INDIR;ESPACO DA COMUNIDADE IX;ESPACO DA COMUNIDADE IX;;SAO MIGUEL;ITAIM PAULISTA;RUA ÁRVORE DA CERA;170;JARDIM SANTO ANTÔNIO;8032270;41127530;;;Ativa;VILA CURUCA;84;8401;35181845;35181845;;;;;;37457;21/10/2015;;ZERO A 3A;VILA NOVA CURUCA;-23514391;-46427550;25/12/2023
JT;400443;CEI INDIR;ANDRE NUNES JUNIOR, VER.;ANDRE NUNES JUNIOR, VER.;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA SANTO STEFANO;118;VILA ISOLINA MAZZEI;2084030;29011574;;;Ativa;VILA GUILHERME;86;8603;35183325;35183325;;;13/02/1988;25.341;13/02/1988;37366;05/04/2012;;0A A 3A;VILA ISOLINA MAZZEI;-23496578;-46599627;25/12/2023
IQ;400444;CEI INDIR;NOSSA SENHORA SAGRADO CORACAO;NOSSA SENHORA SAGRADO CORACAO;;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;PRACA LEÃO X;51;VILA FORMOSA;3359020;29103205;;;Ativa;VILA FORMOSA;85;8503;35182485;35182485;;;;;;37457;24/04/2012;;ZERO A 03 A;NS SRA SAGRADO CORACAO;-23569184;-46549452;25/12/2023
MP;400445;CEI INDIR;JARDIM DAS CAMELIAS;JARDIM DAS CAMELIAS;;SAO MIGUEL;SAO MIGUEL;RUA LIRIO DA SERRA;276;PARQUE GUARANI;8050460;20524490;;;Ativa;VILA JACUI;87;8706;35181785;35181785;;;02/10/1992;32.368;01/10/1992;37457;22/10/2011;;ZERO A 03 ANOS ;;-23513947;-46463677;25/12/2023
PJ;400448;CEI INDIR;VILA LEOPOLDINA;VILA LEOPOLDINA;;PIRITUBA;LAPA;RUA PERIBEBUÍ;98;ALTO DA LAPA;5084000;26403410;;;Ativa;VILA LEOPOLDINA;88;8802;35180488;35180488;;;;;;37457;28/06/2012;;0 A 3 ANOS;;-23526659;-46721538;25/12/2023
JT;400450;CEI INDIR;VILA MARIA;VILA MARIA;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA DOS CONDOREIROS;400;CONJUNTO PROMORAR VILA MARIA III;2168130;26364400;;;Ativa;VILA MARIA;89;8904;35182576;35182576;;;28/06/2010;2007.0.364.727.6;27/12/2012;37457;22/09/2012;;ZERO A 3A ;;-23522231;-46579564;25/12/2023
JT;400451;CEI INDIR;VILA MARIA ALTA;VILA MARIA ALTA;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA SOBRAL JÚNIOR;400;VILA MARIA ALTA;2130020;29671594;;;Ativa;VILA MARIA;89;8906;35182597;35182597;;;;;;37457;12/10/2012;;0 A 3 ANOS;;-23505748;-46588793;25/12/2023
IP;400452;CEI INDIR;BENJAMIN ANTONIO SALLES ARCURI;BENJAMIN ANTONIO SALLES ARCURI;;IPIRANGA;VILA MARIANA;AVENIDA ENGENHEIRO LUIZ GOMES CARDIM SANGIRARDI;640;VILA MARIANA;4112080;55395338;;;Ativa;VILA MARIANA;90;9004;35181262;35181262;;;22/06/1994;34.300;22/06/1994;37672;01/09/2014;;ZERO A 3A;;-23582853;-46628589;25/12/2023
PE;400453;CEI INDIR;ANTONIO ELPIDIO DA SILVA;ANTONIO ELPIDIO DA SILVA;;PENHA;PENHA;RUA LINO CUNHA;375;CIDADE PATRIARCA;3547080;29588822;;;Ativa;VILA MATILDE;91;9104;35182242;35182242;;;24/02/1995;34.919;24/02/1995;37457;01/12/2011;;ZERO A 3 A;;-23538829;-46509890;25/12/2023
JT;400454;CEI INDIR;JARDIM BRASIL - PRESEPIO;JARDIM BRASIL - PRESEPIO;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA JOTA CARLOS;2;JARDIM BRASIL ZONA NORTE;2226130;29878255;;;Ativa;VILA MEDEIROS;92;9202;35183179;35183179;;;;;;37457;22/10/2011;;ZERO A 3 A;;-23486378;-46572153;25/12/2023
JT;400455;CEI INDIR;VILA GUSTAVO;VILA GUSTAVO;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA GERTRUDES;33;VILA MEDEIROS;2208010;32086576;;;Ativa;VILA MEDEIROS;92;9203;35182588;35182588;;;;;;37457;05/04/2012;;0A A 4A;;-23480035;-46584901;25/12/2023
JT;400456;CEI INDIR;JARDIM GUANCA;JARDIM GUANCA;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;ALAMEDA PRIMEIRO SARGENTO OSMAR CORTES CLARO;120;PARQUE NOVO MUNDO;2145050;29514244;;;Ativa;VILA MEDEIROS;92;9202;35183398;35183398;;;02/10/1992;32.368;01/10/1992;37457;21/09/2012;;0 A 3 ANOS;;-23499811;-46569679;25/12/2023
JT;400457;CEI INDIR;JULIO LAMAS RIVERA, DR.;JULIO LAMAS RIVERA, DR.;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;AVENIDA DO POETA;473;JARDIM JULIETA;2161160;29515834;;;Ativa;VILA MEDEIROS;92;9202;35183404;35183404;;;01/01/1902;00;01/01/1902;37457;26/09/2012;;ZERO A 3 A;VILA SABRINA;-23490224;-46566436;25/12/2023
IP;400458;CEI INDIR;ACALANTO;ACALANTO;;IPIRANGA;VILA PRUDENTE;RUA DAS VERBENAS;306;VILA LÚCIA;3144020;23411592;;;Ativa;VILA PRUDENTE;93;9302;35181420;35181420;;;;;;37457;24/03/2012;;DE 01 A 03 ANOS;;-23593663;-46567970;25/12/2023
PJ;400461;CEI DIRET;JARDIM DAS ORQUIDEAS;JARDIM DAS ORQUIDEAS;;PIRITUBA;PIRITUBA;RUA SAVERIO VALENTE;70;PARQUE NACOES UNIDAS;2995160;39421571;;;Ativa;JARAGUA;42;4205;35282315;35282315;1,63E+14;;26/02/2003;42.909;26/02/2003;;22/05/2007;;;;-23442033;-46734866;25/12/2023
IP;400464;CEI INDIR;CANTINHO FELIZ;CANTINHO FELIZ;;IPIRANGA;VILA MARIANA;RUA MAURO;361;SAÚDE;4055041;55896900;;;Ativa;SAUDE;77;7701;35807709;35807709;;;;;;37457;20/10/2012;;ZERO A 4A;;-23620066;-46641593;25/12/2023
FO;400465;CR.P.CONV;GENTE INOCENTE;GENTE INOCENTE;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;RUA DOM JOSÉ DE MORAIS TORRES;323;CASA VERDE ALTA;2545080;39668231;;39668231;Ativa;CASA VERDE;21;2101;35814350;35814350;;;;;;37554;03/04/2012;;0 A 3 ANOS;;-23492925;-46664212;25/12/2023
PJ;400467;CEI INDIR;SANTA MONICA;SANTA MONICA;;PIRITUBA;PIRITUBA;RUA SANTA ALBINA;S/N   ;JARDIM SANTA MONICA;5171140;39068393;;;Ativa;PIRITUBA;63;6301;35807138;35807138;;;20/07/2002;2002.0.106.810.5;01/07/2002;37457;19/10/2011;;0A A 3A;;-23480242;-46748635;25/12/2023
IQ;400469;CEI INDIR;CASA DO CRISTO III;CASA DO CRISTO III;;ITAQUERA;ITAQUERA;RUA VALE DO IPOJUCA;4147;CIDADE LIDER;8285090;21575849;;;Ativa;CIDADE LIDER;24;2404;35811798;35811798;;;;;;37530;15/10/2011;;1 A 3 A ;LUIZ BIRAGHI, MON.;-23552106;-46466251;25/12/2023
BT;400470;CR.P.CONV;NOSSA SENHORA DE FATIMA;NOSSA SENHORA DE FATIMA;;BUTANTA;BUTANTA;AVENIDA MONSENHOR MANFREDO LEITE;279;JARDIM JUSSARA;5526030;37510678;;;Ativa;VILA SONIA;94;9402;35813783;35813783;;;;;;37474;09/05/2012;;02 A 03 ANOS;;-23601047;-46745109;25/12/2023
SA;400472;CR.P.CONV;SANTA CATARINA II;SANTA CATARINA II;;SANTO AMARO;JABAQUARA;RUA DAS ROLINHAS;267;VILA DO ENCONTRO;4323070;50213047;;;Ativa;JABAQUARA;38;3804;35811919;35811919;;;;;;37516;04/01/2014;;1 A 3 ANOS;NOSSO CANTINHO;-23655811;-46641215;25/12/2023
PE;400473;CR.P.CONV;SALESIANO SANTA LUZIA;SALESIANO SANTA LUZIA;;PENHA;PENHA;RUA JARAUARA;416;VILA RÉ;3665000;29581848;;;Ativa;PENHA;59;5903;35813643;35813643;;;;;;37457;16/03/2012;;1A A3A;SALESIANA SANTA LUZIA;-23522987;-46496410;25/12/2023
MP;400474;CR.P.CONV;PEQUENOS CONSTRUTORES;PEQUENOS CONSTRUTORES;;SAO MIGUEL;SAO MIGUEL;RUA DOMINGOS FERNANDES NOBRE;750;VILA ITAIM;8190300;31984314;;;Ativa;JARDIM HELENA;44;4405;35814337;35814337;;;;;;37515;28/12/2012;;DE 01 A 3 ANOS;TIA ROSINHA;-23486554;-46390087;25/12/2023
G;400475;CEI INDIR;LAR DITOSO;LAR DITOSO;;GUAIANASES;GUAIANASES;RUA COMANDANTE CARLOS RUHL;358;VILA PRINCESA ISABEL;8410130;25528241;;;Ativa;GUAIANASES;31;3101;35814258;35814258;;;;;;37457;13/09/2012;;0 A 3 ANOS;;-23545863;-46417124;25/12/2023
SM;400476;CR.P.CONV;SANTO DIAS;SANTO DIAS;;SAO MATEUS;SAO MATEUS;RUA MIGUEL MIRANDA;9;PARQUE SÃO RAFAEL;8311200;20196583;;20196583;Ativa;SAO RAFAEL;75;7502;35814271;35814271;;;;;;37439;07/11/2014;;DE 02 A 03 ANOS;;-23631717;-46470733;25/12/2023
CS;400479;CR.P.CONV;A MAO COOPERADORA - NUCLEO VILA NATAL;A MAO COOPERADORA - NUCLEO VILA NATAL;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA HIERÁPOLIS;239;JARDIM SANTA FE ZONA SUL;4859090;55268973;;;Ativa;GRAJAU;30;3004;35062029;35062029;;;;;;37862;;;2 A 3 A ;NUCLEO VILA NATAL;-23765038;-46703230;25/12/2023
IP;400480;CR.P.CONV;LAR CRIANCA FELIZ;LAR CRIANCA FELIZ;;IPIRANGA;SE;RUA PAULINO GUIMARAES;71;LUZ;1109020;32293109;;;Ativa;BOM RETIRO;9;901;35059183;35059183;;;;;;37438;28/10/2021;;2 A 5 A ;;-23524404;-46626140;25/12/2023
CL;400481;CR.P.CONV;ROSA MARIA;ROSA MARIA;;CAMPO LIMPO;M'BOI MIRIM;RUA BENTO DANIEL DE MENDONCA;139;JARDIM SANTA MARGARIDA;4930060;58919711;;;Ativa;JARDIM ANGELA;43;4303;35184007;35184007;;;29/06/2010;2007.0.354.042.0;01/07/2010;37457;06/04/2013;;03 A 04 ANOS;;-23677223;-46751145;25/12/2023
SM;400486;CR.P.CONV;MEIMEI II;MEIMEI II;;SAO MATEUS;SAO MATEUS;RUA PROFESSOR PEDRO ANTÔNIO PIMENTEL;121;JARDIM ROSELI;8380003;27532390;;;Ativa;IGUATEMI;33;3304;35059985;35059985;;;;;;37438;06/12/2006;;ZERO A 3A;;-23597108;-46436903;25/12/2023
IP;400487;CEI INDIR;CANTINHO DOS TESOUROS;CANTINHO DOS TESOUROS;;IPIRANGA;SE;RUA MUNIZ DE SOUSA;46;ACLIMACAO;1534000;32077030;;;Ativa;LIBERDADE;49;4901;35103767;35103767;;;;;;37855;;;2A A 5A;PENIEL;-23563847;-46624152;25/12/2023
MP;400489;CEI DIRET;VILA AIMORE;VILA AIMORE;;SAO MIGUEL;SAO MIGUEL;RUA SIMAO RODRIGUES MOREIRA;100;VILA SEABRA;8180500;25815037;;;Ativa;JARDIM HELENA;44;4404;35283289;35283289;1,633E+14;;14/05/2003;43.184;13/05/2003;;22/05/2007;;;;-23491734;-46405765;25/12/2023
IP;400496;CEI DIRET;13 DE MAIO;13 DE MAIO;;IPIRANGA;SE;RUA TREZE DE MAIO;1279;BELA VISTA;1327000;32888478;32891218;;Ativa;BELA VISTA;7;701;35280653;35280653;1,626E+14;;30/12/2014;55821;29/12/2014;;;;4 MESES A 4 ANOS E 11 MESES;SECRETARIA DOS NEGOCIOS JURIDICOS;-23564153;-46644890;25/12/2023
FO;400498;CCI/CIPS;NOSSA SENHORA DO O ;NOSSA SENHORA DO O ;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;AVENIDA ITABERABA;1377;NOSSA SENHORA DO Ó;2734000;39996911;;;Ativa;FREGUESIA DO O;29;2905;35280719;35280719;1,824E+14;;;;;;;;4 MESES A 5 ANOS E 11 MESES;;-23490120;-46694723;25/12/2023
IP;400505;CEI DIRET;ICAMI TIBA;ICAMI TIBA;;IPIRANGA;SE;RUA CASTRO ALVES;163;ACLIMACAO;1532001;32091416;32081545;;Ativa;LIBERDADE;49;4901;35280677;35280677;1,626E+14;;19/08/1981;17.501;19/08/1981;;;;;HOSPITAL DO SERVIDOR PUBLICO MUNICIPAL;-23567349;-46638901;25/12/2023
IP;400509;CCI/CIPS;CAMARA MUNICIPAL DE SAO PAULO;CAMARA MUNICIPAL DE SAO PAULO;;IPIRANGA;SE;RUA JACAREÍ;100;BELA VISTA;1319040;33964589;;;Ativa;REPUBLICA;66;6601;35283551;35283551;2,8E+14;;06/09/1989;267/89;05/09/1989;;;;;;-23550541;-46640495;25/12/2023
IP;400510;CEI INDIR;BOM RETIRO;BOM RETIRO;;IPIRANGA;SE;RUA NORMA PIERUCCINI GIANNOTTI;55;BARRA FUNDA;1137010;3392-1119;;;Ativa;SANTA CECILIA;69;6901;35058865;35058865;;;02/10/1992;32.368;01/10/1992;37763;06/12/2013;;03 ANOS;;-23523264;-46650966;25/12/2023
CL;400511;CEI DIRET;PAULO COCHRANE SUPLICY;PAULO COCHRANE SUPLICY;;CAMPO LIMPO;CAMPO LIMPO;RUA ARROIO BUTIÁ;383;CONJUNTO HABITACIONAL INSTITUTO ADVENTIS;5868880;55137203;;;Ativa;CAPAO REDONDO;19;1905;35283617;35283617;1,622E+14;;30/05/2003;43.280;29/05/2003;;22/05/2007;;ZERO A 6 ANOS E 11 MESES DE IDADE;COHAB ADVENTISTA II;-23660617;-46774985;25/12/2023
SA;400512;CEU CEI;ALVARENGA;ALVARENGA;ALVARENGA;SANTO AMARO;CIDADE ADEMAR;ESTRADA DO ALVARENGA;3752;BALNEARIO SAO FRANCISCO;4474340;56722551;56722557;;Ativa;PEDREIRA;58;5805;35056704;35056704;1,631E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;ZERO A 6A 11M;;-23704976;-46644493;25/12/2023
IQ;400513;CEU CEI;DIRCE MIGLIACCIO;DIRCE MIGLIACCIO;ARICANDUVA;ITAQUERA;ITAQUERA;RUA OLGA FADEL ABARCA;S/N   ;JARDIM SANTA TEREZINHA ZONA LESTE;3572020;27237514;27237538;27237515;Ativa;CIDADE LIDER;24;2406;35056972;35056972;1,627E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;0 A 5 ANOS ;ARICANDUVA;-23570402;-46503103;25/12/2023
BT;400514;CEU CEI;BUTANTA;BUTANTA;BUTANTA;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA;1870;JARDIM ESMERALDA;5564000;37324510;;;Ativa;RIO PEQUENO;67;6704;35057034;35057034;1,621E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;;;-23582400;-46750786;25/12/2023
CS;400515;CEU CEI;CIDADE DUTRA;CIDADE DUTRA;CIDADE DUTRA;CAPELA DO SOCORRO;CAPELA DO SOCORRO;AVENIDA INTERLAGOS;7350;INTERLAGOS;4777000;56681910;56681911;;Ativa;CIDADE DUTRA;23;2302;35057289;35057289;1,623E+14;;07/02/2003;42.832;06/02/2003;;18/03/2010;;ZERO A 6A 11M;;-23710910;-46704661;25/12/2023
G;400516;CEU CEI;JOSELY MARIA CARDOSO BENTO;JOSELY MARIA CARDOSO BENTO;INACIO MONTEIRO;GUAIANASES;CIDADE TIRADENTES;RUA BARAO BARROSO DO AMAZONAS;115;COHAB INACIO MONTEIRO;8472721;25189033;25189036;25189034;Ativa;CIDADE TIRADENTES;25;2501;35057548;35057548;1,625E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;ZERO A 6A 11M;INACIO MONTEIRO;-23569860;-46411474;25/12/2023
G;400517;CEU CEI;EVANIR APARECIDA HILARIO, PROFA;EVANIR APARECIDA HILARIO, PROFA;JAMBEIRO;GUAIANASES;GUAIANASES;AVENIDA JOSÉ PINHEIRO BORGES;60;JARDIM HELENA;8420092;29602062;29602011;;Ativa;LAJEADO;96;9608;35057605;35057605;1,625E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;0 A 3 ANOS E 11 MESES;JAMBEIRO;-23538684;-46422915;25/12/2023
IP;400518;CEU CEI;MENINOS;MENINOS;MENINOS;IPIRANGA;IPIRANGA;RUA BARBINOS;111;SAO JOAO CLIMACO;4240110;29452542;29452513;;Ativa;SACOMA;68;6801;35057691;35057691;1,626E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;ZERO A 6A 11M;;-23621213;-46583072;25/12/2023
CS;400519;CEU CEI;NAVEGANTES;NAVEGANTES;NAVEGANTES;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA MARIA MOASSAB BARBOUR;S/N   ;CANTINHO DO CEU;4849503;59765515;;;Ativa;GRAJAU;30;3013;35057812;35057812;1,623E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;ZERO A 6A 11M;;-23743913;-46660248;25/12/2023
MP;400520;CEU CEI;PARQUE SAO CARLOS;PARQUE SAO CARLOS;PARQUE SAO CARLOS;SAO MIGUEL;SAO MIGUEL;RUA CLAREAR;643;JARDIM SAO CARLOS ZONA LESTE;8062590;20454236;20454234;20454236;Ativa;VILA JACUI;87;8705;35057873;35057873;1,633E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;ZERO A 6A 11M;;-23509742;-46473642;25/12/2023
MP;400521;CEU CEI;BENEDITO GALAVOTE, PROF.;BENEDITO GALAVOTE, PROF.;PARQUE VEREDAS;SAO MIGUEL;ITAIM PAULISTA;RUA DANIEL MULLER;347;CHÁCARA DONA OLÍVIA;8141290;25636216;;25636215;Ativa;ITAIM PAULISTA;36;3609;35057915;35057915;1,633E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;ZERO A 6A 11M;PARQUE VEREDAS;-23513365;-46389651;25/12/2023
PJ;400522;CEU CEI;PERA MARMELO;PERA MARMELO;PERA MARMELO;PIRITUBA;PIRITUBA;RUA PERAMARMELO;226;JARDIM SANTA LUCRECIA;5185420;39483933;39483935;39483934;Ativa;JARAGUA;42;4203;35058063;35058063;1,63E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;ZERO A 6A 11M;;-23436432;-46750336;25/12/2023
PJ;400523;CEU CEI;PERUS;PERUS;PERUS;PIRITUBA;PERUS;RUA BERNARDO JOSÉ DE LORENA;S/N   ;VILA FANTON;5203200;39158717;;;Ativa;PERUS;61;6102;35058087;35058087;1,63E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;ZERO A 6A 11M;;-23406065;-46751656;25/12/2023
SM;400524;CEU CEI;SAO MATEUS;SAO MATEUS;SAO MATEUS;SAO MATEUS;SAO MATEUS;RUA CURUMATIM;201;PARQUE BOA ESPERANCA;8341240;27328112;27328148;27328111;Ativa;IGUATEMI;33;3307;35058178;35058178;1,632E+14;;07/02/2003;42.832;06/02/2003;;18/02/2011;;ZERO A 6A 11M;;-23603501;-46449181;25/12/2023
SM;400525;CEU CEI;SAO RAFAEL;SAO RAFAEL;SAO RAFAEL;SAO MATEUS;SAO MATEUS;RUA CINIRA POLONIO;100;CONJUNTO PROMORAR RIO CLARO;8395320;27521022;27521045;;Ativa;SAO RAFAEL;75;7504;35072285;35072285;1,632E+14;;17/09/2003;43.802;16/09/2003;;18/03/2010;;ZERO A 6A E 11M;;-23620144;-46456550;25/12/2023
CS;400526;CEU CEI;TRES LAGOS;TRES LAGOS;TRES LAGOS;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA MARIA MOURA DA CONCEICAO;S/N   ;JARDIM BELCITO;4855257;59765611;59765612;;Ativa;GRAJAU;30;3006;35058488;35058488;1,623E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;ZERO A 6A 11M;;-23767742;-46680572;25/12/2023
PJ;400527;CEU CEI;VILA ATLANTICA;VILA ATLANTICA;VILA ATLANTICA;PIRITUBA;PIRITUBA;RUA CORONEL JOSÉ VENÂNCIO DIAS;840;JARAGUÁ;5160030;39018713;39018715;;Ativa;SAO DOMINGOS;95;9501;35058208;35058208;1,63E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;ZERO A 6A 11M;;-23480865;-46762501;25/12/2023
MP;400528;CEU CEI;ANA LUCIA DE HOLANDA GAMBOA, PROFA.;ANA LUCIA DE HOLANDA GAMBOA, PROFA.;VILA CURUCA;SAO MIGUEL;ITAIM PAULISTA;AVENIDA MARECHAL TITO;3400;ITAIM PAULISTA;8115000;25636123;;;Ativa;VILA CURUCA;84;8404;35058440;35058440;1,633E+14;;07/02/2003;42.832;06/02/2003;;22/05/2007;;0 A 4 ANOS;VILA CURUCA;-23495583;-46412269;25/12/2023
